Gene stable ID,WikiGene name
ENSMMUG00000011185,NR6A1
ENSMMUG00000004794,LIG3
ENSMMUG00000016996,CYP4F22
ENSMMUG00000020677,FOXN2
ENSMMUG00000013983,RUNDC3A
ENSMMUG00000019054,LIPG
ENSMMUG00000004335,APOOL
ENSMMUG00000005093,KLHL32
ENSMMUG00000013503,MPDU1
ENSMMUG00000031295,GHRH
ENSMMUG00000002224,PSIP1
ENSMMUG00000016422,MVP
ENSMMUG00000007590,CNNM4
ENSMMUG00000010424,TRPC5
ENSMMUG00000000022,ZP1
ENSMMUG00000016549,MMP9
ENSMMUG00000001710,SPATA19
ENSMMUG00000051701,PEX11A
ENSMMUG00000000971,TTLL9
ENSMMUG00000021261,ZNF423
ENSMMUG00000051644,MED10
ENSMMUG00000002140,M1AP
ENSMMUG00000003071,MBNL3
ENSMMUG00000016566,APPBP2
ENSMMUG00000004223,RNF10
ENSMMUG00000007365,PALLD
ENSMMUG00000043739,OPRL1
ENSMMUG00000011105,FBXO25
ENSMMUG00000004777,GALNT18
ENSMMUG00000010331,MMP17
ENSMMUG00000020521,GGA2
ENSMMUG00000001960,GPBP1L1
ENSMMUG00000001960,CCDC17
ENSMMUG00000011425,NXN
ENSMMUG00000001722,FAM172A
ENSMMUG00000020763,YIPF5
ENSMMUG00000023632,PROSER2
ENSMMUG00000023471,WDR59
ENSMMUG00000019988,HIPK3
ENSMMUG00000008899,CLSTN3
ENSMMUG00000022008,TBC1D22B
ENSMMUG00000012275,TDRD7
ENSMMUG00000028736,HSD17B14
ENSMMUG00000007354,NEK6
ENSMMUG00000020020,ARHGAP23
ENSMMUG00000003301,ADAMTS15
ENSMMUG00000043795,ARSH
ENSMMUG00000006433,SLC29A3
ENSMMUG00000016737,CNTN5
ENSMMUG00000007742,KCNQ1
ENSMMUG00000049910,FITM1
ENSMMUG00000011571,GNPNAT1
ENSMMUG00000016920,SNX27
ENSMMUG00000009603,DNAJC27
ENSMMUG00000022751,MFSD8
ENSMMUG00000013541,SPTBN1
ENSMMUG00000052454,PTGDR2
ENSMMUG00000020744,MTA3
ENSMMUG00000011642,SMUG1
ENSMMUG00000017067,ADAL
ENSMMUG00000009222,PLEKHA4
ENSMMUG00000007794,DSCAML1
ENSMMUG00000005662,THAP4
ENSMMUG00000019650,UBE3B
ENSMMUG00000015872,ZDHHC14
ENSMMUG00000019751,PPFIBP2
ENSMMUG00000055877,UBE2QL1
ENSMMUG00000004321,LAMA3
ENSMMUG00000022717,ANP32A
ENSMMUG00000012410,IGSF9B
ENSMMUG00000008584,SLCO1A2
ENSMMUG00000006072,HIPK4
ENSMMUG00000052416,GPR173
ENSMMUG00000021282,ANAPC15
ENSMMUG00000021282,LAMTOR1
ENSMMUG00000010734,CYP4F12
ENSMMUG00000010734,LOC718349
ENSMMUG00000010734,CYP4F8
ENSMMUG00000018524,GSTP1
ENSMMUG00000018837,LOC704083
ENSMMUG00000018837,LOC702723
ENSMMUG00000018837,C18H18orf32
ENSMMUG00000018837,RPL17
ENSMMUG00000002991,RRN3
ENSMMUG00000022339,MED22
ENSMMUG00000021630,MAP4K1
ENSMMUG00000019441,SLC12A7
ENSMMUG00000064489,TMED9
ENSMMUG00000008241,UPF2
ENSMMUG00000020745,ZNF831
ENSMMUG00000003387,PELI3
ENSMMUG00000022625,PRX
ENSMMUG00000018353,LLGL1
ENSMMUG00000006876,TSPAN7
ENSMMUG00000006876,PRRG1
ENSMMUG00000015773,ULK1
ENSMMUG00000021225,GAR1
ENSMMUG00000002593,TSPYL2
ENSMMUG00000000443,ARSF
ENSMMUG00000021796,CHRNA1
ENSMMUG00000002315,MYT1
ENSMMUG00000020131,SRC
ENSMMUG00000008130,ABR
ENSMMUG00000016406,YME1L1
ENSMMUG00000013009,MEIS3
ENSMMUG00000019203,CDRT4
ENSMMUG00000019203,TVP23B
ENSMMUG00000062217,HDDC3
ENSMMUG00000002561,NSUN2
ENSMMUG00000015175,MCCC2
ENSMMUG00000009600,ADCY3
ENSMMUG00000047960,SVEP1
ENSMMUG00000002139,DOK1
ENSMMUG00000040973,LRRC24
ENSMMUG00000011925,KLHL3
ENSMMUG00000005998,UNC5B
ENSMMUG00000004950,CBX5
ENSMMUG00000030922,SDC1
ENSMMUG00000016976,DOCK8
ENSMMUG00000037711,PTPRQ
ENSMMUG00000000018,MS4A10
ENSMMUG00000013510,FXR2
ENSMMUG00000004274,MTMR8
ENSMMUG00000016027,SERTAD1
ENSMMUG00000021223,RRH
ENSMMUG00000017944,SLC25A39
ENSMMUG00000000903,LHFPL1
ENSMMUG00000004336,SATL1
ENSMMUG00000022603,ARHGAP42
ENSMMUG00000044537,POLE3
ENSMMUG00000005106,UNC45A
ENSMMUG00000062229,PTX4
ENSMMUG00000016553,SLC12A5
ENSMMUG00000020685,SERTAD3
ENSMMUG00000004633,HMGB3
ENSMMUG00000022006,TMEM217
ENSMMUG00000013607,CYB5A
ENSMMUG00000021813,NDUFAF2
ENSMMUG00000006230,NOX5
ENSMMUG00000021260,TUFT1
ENSMMUG00000013047,CDKL3
ENSMMUG00000013047,PPP2CA
ENSMMUG00000022154,NIPBL
ENSMMUG00000004157,C14H11orf65
ENSMMUG00000004157,NPAT
ENSMMUG00000008365,CNEP1R1
ENSMMUG00000009223,PPP1R15A
ENSMMUG00000060209,MMAB
ENSMMUG00000017735,FASTKD2
ENSMMUG00000019758,HCST
ENSMMUG00000009683,PRRT2
ENSMMUG00000015603,BLVRB
ENSMMUG00000006752,NAE1
ENSMMUG00000022843,FBXO11
ENSMMUG00000022956,LRIT3
ENSMMUG00000018001,NDP
ENSMMUG00000012141,CYP26B1
ENSMMUG00000013603,ZNF711
ENSMMUG00000002138,LOXL3
ENSMMUG00000004745,BCLAF3
ENSMMUG00000021543,CADPS2
ENSMMUG00000049145,CKB
ENSMMUG00000031965,ALAD
ENSMMUG00000041905,PPP2R2A
ENSMMUG00000000049,SLAIN1
ENSMMUG00000000916,SLC35B4
ENSMMUG00000012989,HNRNPA1
ENSMMUG00000021241,CNTN3
ENSMMUG00000000208,NRG1
ENSMMUG00000008657,AKTIP
ENSMMUG00000021815,SMIM15
ENSMMUG00000008876,MRPL11
ENSMMUG00000015962,ARID2
ENSMMUG00000030349,GRXCR1
ENSMMUG00000048418,PPDPF
ENSMMUG00000006916,ZC4H2
ENSMMUG00000010689,FERMT2
ENSMMUG00000004670,WDR36
ENSMMUG00000003671,LHX2
ENSMMUG00000050623,PPP1R3B
ENSMMUG00000007796,LOC704049
ENSMMUG00000007796,FXYD6
ENSMMUG00000015134,SLC5A8
ENSMMUG00000007688,AMOT
ENSMMUG00000009077,ADAP2
ENSMMUG00000022272,PCDH17
ENSMMUG00000006429,ACTN4
ENSMMUG00000012223,BCAT1
ENSMMUG00000017070,ZSCAN29
ENSMMUG00000001760,DYM
ENSMMUG00000010453,FOLR2
ENSMMUG00000003631,CKAP5
ENSMMUG00000020065,HEATR3
ENSMMUG00000012992,NFE2
ENSMMUG00000064613,SPCS3
ENSMMUG00000019826,MAZ
ENSMMUG00000013558,PUF60
ENSMMUG00000021797,CHN1
ENSMMUG00000017912,KCTD8
ENSMMUG00000003904,NUCB1
ENSMMUG00000022341,RPL7A
ENSMMUG00000011663,MVK
ENSMMUG00000023751,GRN
ENSMMUG00000007187,HDHD3
ENSMMUG00000013186,SRD5A1
ENSMMUG00000004470,CD9
ENSMMUG00000016189,SNAPC3
ENSMMUG00000020228,RUFY4
ENSMMUG00000023299,TIMM21
ENSMMUG00000011497,WDR44
ENSMMUG00000009847,TIMM23
ENSMMUG00000004242,PEX5
ENSMMUG00000017076,TUBGCP4
ENSMMUG00000011667,MYF6
ENSMMUG00000013511,SAT2
ENSMMUG00000002136,HTRA2
ENSMMUG00000009684,KIF22
ENSMMUG00000015982,NPAS4
ENSMMUG00000005851,BSPRY
ENSMMUG00000016929,PRRG3
ENSMMUG00000029101,DPEP3
ENSMMUG00000017197,BCAS3
ENSMMUG00000048091,SDHAF1
ENSMMUG00000012321,FN1
ENSMMUG00000009273,GNPDA2
ENSMMUG00000009273,YIPF7
ENSMMUG00000020553,KDM5C
ENSMMUG00000008825,OCRL
ENSMMUG00000005182,COPZ1
ENSMMUG00000009470,CLN8
ENSMMUG00000013189,TENT4A
ENSMMUG00000011846,PGR
ENSMMUG00000004198,HS6ST2
ENSMMUG00000015177,CARTPT
ENSMMUG00000019699,SYNE4
ENSMMUG00000018610,PAPOLA
ENSMMUG00000017259,DNAJC6
ENSMMUG00000014718,SLC8A2
ENSMMUG00000000192,MAP7D2
ENSMMUG00000011671,LIN7A
ENSMMUG00000012891,UTP20
ENSMMUG00000016292,PHACTR3
ENSMMUG00000007596,SEMA4C
ENSMMUG00000003905,DHDH
ENSMMUG00000023298,FBXO15
ENSMMUG00000007967,RNF135
ENSMMUG00000006069,FNDC11
ENSMMUG00000003177,TCF24
ENSMMUG00000015984,SLC29A2
ENSMMUG00000006967,LANCL3
ENSMMUG00000028881,ZNF251
ENSMMUG00000012261,ZC3H12B
ENSMMUG00000000917,AKR1B1
ENSMMUG00000012659,ITGA2B
ENSMMUG00000006431,CAPN12
ENSMMUG00000002060,KIZ
ENSMMUG00000002799,IWS1
ENSMMUG00000003178,PPP1R42
ENSMMUG00000003942,TRPV4
ENSMMUG00000000375,PLEKHG6
ENSMMUG00000006070,HELZ2
ENSMMUG00000018305,NKG2D
ENSMMUG00000008774,CLVS1
ENSMMUG00000006244,NUB1
ENSMMUG00000000044,IFT140
ENSMMUG00000020797,SHKBP1
ENSMMUG00000003116,TENT4B
ENSMMUG00000013513,SHBG
ENSMMUG00000044552,BLCAP
ENSMMUG00000009607,HTR2C
ENSMMUG00000003456,GPC4
ENSMMUG00000013604,POF1B
ENSMMUG00000007673,TRMT61A
ENSMMUG00000007142,SNX9
ENSMMUG00000002936,GMPR
ENSMMUG00000005848,RNF183
ENSMMUG00000061198,XK
ENSMMUG00000010142,GRIN2A
ENSMMUG00000053625,SC5D
ENSMMUG00000012145,ASAP1
ENSMMUG00000008789,PCBD1
ENSMMUG00000003922,LAS1L
ENSMMUG00000014308,ZNF34
ENSMMUG00000016671,GPR84
ENSMMUG00000017078,TP53BP1
ENSMMUG00000019700,ALKBH6
ENSMMUG00000003907,BAX
ENSMMUG00000021259,CGN
ENSMMUG00000013400,CXCR2
ENSMMUG00000011974,CAMK4
ENSMMUG00000014487,TOP3B
ENSMMUG00000018843,NDUFAF4
ENSMMUG00000018222,RHOT1
ENSMMUG00000022430,SF3B1
ENSMMUG00000009472,ARHGEF10
ENSMMUG00000000190,KLF7
ENSMMUG00000009895,KRT15
ENSMMUG00000009895,KRT17
ENSMMUG00000009895,KRT14
ENSMMUG00000013800,ACSS3
ENSMMUG00000002984,PDXDC1
ENSMMUG00000051112,PDRG1
ENSMMUG00000017304,PALB2
ENSMMUG00000017304,NDUFAB1
ENSMMUG00000011821,PITPNM1
ENSMMUG00000019174,NNAT
ENSMMUG00000023646,BNIP3L
ENSMMUG00000031463,PUS1
ENSMMUG00000013466,TTC39B
ENSMMUG00000013379,RPL8
ENSMMUG00000016669,ZNF385A
ENSMMUG00000016491,DPEP2
ENSMMUG00000000399,KIF2A
ENSMMUG00000013588,PRELID2
ENSMMUG00000006281,COPS5
ENSMMUG00000017005,BAG5
ENSMMUG00000017904,MAP1B
ENSMMUG00000016776,CHM
ENSMMUG00000019351,CXCR1
ENSMMUG00000011498,DOCK11
ENSMMUG00000014102,ING5
ENSMMUG00000003574,POC1B
ENSMMUG00000013220,CYBB
ENSMMUG00000009392,STAP1
ENSMMUG00000016294,SYCP2
ENSMMUG00000007176,DYSF
ENSMMUG00000021210,C20H16orf54
ENSMMUG00000000377,TNFRSF1A
ENSMMUG00000002316,PCMTD2
ENSMMUG00000011835,TRPC6
ENSMMUG00000014159,WDR5
ENSMMUG00000016708,MFHAS1
ENSMMUG00000009800,SGPL1
ENSMMUG00000016245,ZNRF1
ENSMMUG00000008777,ASPH
ENSMMUG00000007102,NCAPD3
ENSMMUG00000015992,B4GAT1
ENSMMUG00000055593,GPR63
ENSMMUG00000006249,CRYGN
ENSMMUG00000017224,CTNNBL1
ENSMMUG00000042891,QPRT
ENSMMUG00000022109,CD163L1
ENSMMUG00000030683,POU4F1
ENSMMUG00000023791,SCAF11
ENSMMUG00000042420,PNMA2
ENSMMUG00000003909,FTL
ENSMMUG00000013057,ALDH1B1
ENSMMUG00000020595,NETO1
ENSMMUG00000003505,FUNDC1
ENSMMUG00000010936,GABRE
ENSMMUG00000063535,FBXO31
ENSMMUG00000016726,PDP2
ENSMMUG00000010956,SOCS1
ENSMMUG00000012621,FHL5
ENSMMUG00000012718,DPYSL2
ENSMMUG00000016357,PKD2L2
ENSMMUG00000015991,BRMS1
ENSMMUG00000022224,IL13RA2
ENSMMUG00000007394,NEIL3
ENSMMUG00000022601,CREB1
ENSMMUG00000014880,SORL1
ENSMMUG00000022808,ARPC2
ENSMMUG00000008023,MSMB
ENSMMUG00000011438,CTR9
ENSMMUG00000021484,NPC1
ENSMMUG00000003118,ADCY7
ENSMMUG00000013050,HAS1
ENSMMUG00000020783,ANGPTL5
ENSMMUG00000023378,ATP2B1
ENSMMUG00000001392,SLF1
ENSMMUG00000012333,TBATA
ENSMMUG00000001260,MS4A1
ENSMMUG00000000750,RFFL
ENSMMUG00000014423,CSPP1
ENSMMUG00000017905,MRPS27
ENSMMUG00000003915,RUVBL2
ENSMMUG00000013221,DYNLT3
ENSMMUG00000010836,DDX28
ENSMMUG00000011474,XPNPEP2
ENSMMUG00000058267,GLTP
ENSMMUG00000012616,UFL1
ENSMMUG00000022037,LDHD
ENSMMUG00000011550,ZNF7
ENSMMUG00000012847,SLC41A3
ENSMMUG00000017607,N4BP3
ENSMMUG00000000400,DIMT1
ENSMMUG00000017307,THUMPD3
ENSMMUG00000018548,D2HGDH
ENSMMUG00000013049,FPR1
ENSMMUG00000012658,GPATCH8
ENSMMUG00000021844,CD2BP2
ENSMMUG00000021841,DUS2
ENSMMUG00000011310,NLGN4X
ENSMMUG00000018693,FLT4
ENSMMUG00000021976,MTCH1
ENSMMUG00000015653,MSN
ENSMMUG00000010451,INPPL1
ENSMMUG00000057657,MYLIP
ENSMMUG00000005913,ATF7IP2
ENSMMUG00000044729,TFAP4
ENSMMUG00000059436,IL10RA
ENSMMUG00000020784,CEP126
ENSMMUG00000008128,FREM1
ENSMMUG00000020798,LTBP4
ENSMMUG00000002542,CSTF3
ENSMMUG00000032087,IAPP
ENSMMUG00000039256,GMEB2
ENSMMUG00000047166,GOT1L1
ENSMMUG00000022087,PRAG1
ENSMMUG00000002308,FPR3
ENSMMUG00000019702,THAP8
ENSMMUG00000004822,MS4A5
ENSMMUG00000014086,RGMB
ENSMMUG00000038771,OLFML1
ENSMMUG00000002131,AUP1
ENSMMUG00000020580,RPGRIP1L
ENSMMUG00000022842,MSH6
ENSMMUG00000017139,SEC61A2
ENSMMUG00000018758,RMND5B
ENSMMUG00000013131,SYTL5
ENSMMUG00000016641,UBE2B
ENSMMUG00000010417,CBLN2
ENSMMUG00000049035,PROC
ENSMMUG00000010854,PYROXD1
ENSMMUG00000002108,ODF1
ENSMMUG00000022067,IQSEC3
ENSMMUG00000007529,RBM26
ENSMMUG00000022602,METTL21A
ENSMMUG00000001397,MCTP1
ENSMMUG00000012089,MLPH
ENSMMUG00000020213,LTBR
ENSMMUG00000017323,LRCH2
ENSMMUG00000052074,CDC26
ENSMMUG00000002310,ZNF649
ENSMMUG00000002310,ZNF577
ENSMMUG00000015182,NCOA4
ENSMMUG00000020695,SASH3
ENSMMUG00000007153,SYNJ2
ENSMMUG00000015100,ABO
ENSMMUG00000031562,TCHP
ENSMMUG00000019704,WDR62
ENSMMUG00000023112,ADRA1A
ENSMMUG00000028766,LGALS4
ENSMMUG00000062198,TMEM204
ENSMMUG00000012330,ADAMTS14
ENSMMUG00000017685,FAM170A
ENSMMUG00000017685,TNFAIP8
ENSMMUG00000010943,PRKAG2
ENSMMUG00000003394,CFAP300
ENSMMUG00000011587,ZFP1
ENSMMUG00000015987,RIN1
ENSMMUG00000011197,SLC31A1
ENSMMUG00000004267,SYT9
ENSMMUG00000052842,SLC25A51
ENSMMUG00000011852,BMPR1A
ENSMMUG00000046560,TMEM167A
ENSMMUG00000016407,MASTL
ENSMMUG00000021843,NFATC3
ENSMMUG00000003943,SETD5
ENSMMUG00000020925,POGZ
ENSMMUG00000008360,ROPN1B
ENSMMUG00000018923,TTI1
ENSMMUG00000015921,CBR4
ENSMMUG00000010857,RECQL
ENSMMUG00000004629,NOL8
ENSMMUG00000065075,GPBAR1
ENSMMUG00000009599,CENPO
ENSMMUG00000017985,CTNNA1
ENSMMUG00000014727,NAPA
ENSMMUG00000022106,ACSM4
ENSMMUG00000008637,WRAP53
ENSMMUG00000058868,STMN3
ENSMMUG00000009390,CENPC
ENSMMUG00000008129,TIMM22
ENSMMUG00000001540,GABRA3
ENSMMUG00000013804,PPFIA2
ENSMMUG00000018742,ADCY2
ENSMMUG00000018298,KLRD1
ENSMMUG00000008009,FAM13B
ENSMMUG00000010955,TNP2
ENSMMUG00000063177,STARD4
ENSMMUG00000011549,COMMD5
ENSMMUG00000014090,CHD1
ENSMMUG00000002129,DQX1
ENSMMUG00000050432,LOC697790
ENSMMUG00000050432,MAP1LC3B
ENSMMUG00000003947,ATF2
ENSMMUG00000019383,KLHL4
ENSMMUG00000002750,VSIG4
ENSMMUG00000007534,PRC1
ENSMMUG00000007534,VPS33B
ENSMMUG00000001858,HNRNPA3
ENSMMUG00000011817,AIP
ENSMMUG00000029083,CTRB2
ENSMMUG00000005004,C4H6orf89
ENSMMUG00000039101,PELO
ENSMMUG00000032341,CCDC160
ENSMMUG00000040935,MS4A7
ENSMMUG00000057303,FAM217B
ENSMMUG00000011548,ZNF250
ENSMMUG00000003443,VRK1
ENSMMUG00000049342,POP5
ENSMMUG00000010919,CIAO2B
ENSMMUG00000003396,YAP1
ENSMMUG00000006345,CRB2
ENSMMUG00000002598,FUT9
ENSMMUG00000003586,ZNF366
ENSMMUG00000012701,SH3RF1
ENSMMUG00000004877,HNRNPL
ENSMMUG00000004877,ECH1
ENSMMUG00000049745,AKR1A1
ENSMMUG00000004748,ZBTB1
ENSMMUG00000004748,PPP1R36
ENSMMUG00000056418,COQ10B
ENSMMUG00000018568,MAP3K2
ENSMMUG00000005150,CD163
ENSMMUG00000020328,ANKRD29
ENSMMUG00000019378,YWHAE
ENSMMUG00000022812,AAMP
ENSMMUG00000009848,PARG
ENSMMUG00000000388,PLEC
ENSMMUG00000007997,PHF6
ENSMMUG00000014405,NEU4
ENSMMUG00000055327,TRMT9B
ENSMMUG00000003758,GTSF1
ENSMMUG00000021364,GLCE
ENSMMUG00000001403,YIF1A
ENSMMUG00000019726,TEKT5
ENSMMUG00000020699,ZDHHC9
ENSMMUG00000010704,SPRED1
ENSMMUG00000006377,PLS3
ENSMMUG00000014307,MSTN
ENSMMUG00000000974,MSH2
ENSMMUG00000001861,NFE2L2
ENSMMUG00000002272,CLINT1
ENSMMUG00000018355,FLII
ENSMMUG00000018924,RPRD1B
ENSMMUG00000038412,CYP4F11
ENSMMUG00000038412,LOC719317
ENSMMUG00000051933,TBX4
ENSMMUG00000031610,ARL1
ENSMMUG00000020211,CCNYL1
ENSMMUG00000018670,STMN4
ENSMMUG00000011513,VCAN
ENSMMUG00000015758,GLIS2
ENSMMUG00000017125,OSBPL11
ENSMMUG00000000173,FKBP15
ENSMMUG00000008585,NLRP14
ENSMMUG00000017615,ZCCHC14
ENSMMUG00000040133,GOLT1B
ENSMMUG00000037672,C12H2orf88
ENSMMUG00000013742,RGS22
ENSMMUG00000010484,GIT2
ENSMMUG00000040429,CCL27
ENSMMUG00000008123,CDH26
ENSMMUG00000042048,PDIA4
ENSMMUG00000004784,SNUPN
ENSMMUG00000012202,MANEA
ENSMMUG00000002134,RPS6KA3
ENSMMUG00000014886,PAQR5
ENSMMUG00000058184,SOCS6
ENSMMUG00000006792,ARSB
ENSMMUG00000002651,OGDH
ENSMMUG00000012094,RAB17
ENSMMUG00000019242,ABCA3
ENSMMUG00000063159,PDCD1
ENSMMUG00000002539,TCP11L1
ENSMMUG00000006221,PRDX1
ENSMMUG00000022285,SIM1
ENSMMUG00000002127,PCGF1
ENSMMUG00000020923,TNPO1
ENSMMUG00000017721,GALNTL5
ENSMMUG00000016080,ZNF16
ENSMMUG00000000358,JADE2
ENSMMUG00000021130,RNF180
ENSMMUG00000020774,SIGMAR1
ENSMMUG00000011038,FZD2
ENSMMUG00000020614,NUBP1
ENSMMUG00000002805,HEPH
ENSMMUG00000001233,IPO11
ENSMMUG00000031238,CCM2L
ENSMMUG00000007283,HIBCH
ENSMMUG00000004153,ATM
ENSMMUG00000013675,ASH2L
ENSMMUG00000002768,NREP
ENSMMUG00000017378,STS
ENSMMUG00000010489,HSPD1
ENSMMUG00000020177,MS4A4A
ENSMMUG00000013135,SRPX
ENSMMUG00000029785,FMN1
ENSMMUG00000005884,UBA2
ENSMMUG00000040390,CRK
ENSMMUG00000001205,TTC37
ENSMMUG00000060020,PTRHD1
ENSMMUG00000012428,CER1
ENSMMUG00000008440,GMCL2
ENSMMUG00000003158,RHBDL3
ENSMMUG00000006950,CNIH2
ENSMMUG00000000108,NCKAP1L
ENSMMUG00000002535,DEPDC7
ENSMMUG00000006268,JAML
ENSMMUG00000006268,MPZL3
ENSMMUG00000021357,ZBED3
ENSMMUG00000003996,HNRNPAB
ENSMMUG00000015047,MEIOC
ENSMMUG00000017495,GMNN
ENSMMUG00000005193,CLPTM1L
ENSMMUG00000008303,HPRT1
ENSMMUG00000061260,SPIC
ENSMMUG00000016410,ACBD5
ENSMMUG00000002630,BCAR1
ENSMMUG00000013530,MS4A6A
ENSMMUG00000003119,BRD7
ENSMMUG00000010092,TRIM35
ENSMMUG00000000751,NLE1
ENSMMUG00000023136,ZNF613
ENSMMUG00000012426,ZDHHC21
ENSMMUG00000014197,DDHD1
ENSMMUG00000000522,POLR2I
ENSMMUG00000008502,AGPS
ENSMMUG00000018925,TGM2
ENSMMUG00000013514,KMT5A
ENSMMUG00000004227,NUMBL
ENSMMUG00000017574,ZCCHC12
ENSMMUG00000057651,FZD5
ENSMMUG00000014424,ARFGEF1
ENSMMUG00000022919,STRBP
ENSMMUG00000007255,MAP1A
ENSMMUG00000015950,MMACHC
ENSMMUG00000004604,ZSWIM8
ENSMMUG00000056241,PLA2G15
ENSMMUG00000021765,GALK1
ENSMMUG00000042352,SPX
ENSMMUG00000009133,RAD51C
ENSMMUG00000012238,GALNT11
ENSMMUG00000016547,HSPE1
ENSMMUG00000016547,MOB4
ENSMMUG00000009849,MLYCD
ENSMMUG00000009849,OSGIN1
ENSMMUG00000016103,IMP3
ENSMMUG00000020838,NCOA1
ENSMMUG00000021480,RMC1
ENSMMUG00000000979,JPT2
ENSMMUG00000018332,FAM98B
ENSMMUG00000064953,NUDT4
ENSMMUG00000011106,SNX4
ENSMMUG00000021361,WDR41
ENSMMUG00000005493,TMEM134
ENSMMUG00000020786,ARID3C
ENSMMUG00000019170,PLEKHG3
ENSMMUG00000016106,SNX33
ENSMMUG00000021545,ZAP70
ENSMMUG00000042630,RTP5
ENSMMUG00000061818,TVP23A
ENSMMUG00000002371,MYO1C
ENSMMUG00000008113,PLEKHM3
ENSMMUG00000031493,RILPL2
ENSMMUG00000020634,UBE2N
ENSMMUG00000020700,UTP14A
ENSMMUG00000005854,CPNE5
ENSMMUG00000004417,SAR1B
ENSMMUG00000023032,IFT81
ENSMMUG00000004598,BPGM
ENSMMUG00000016431,LONRF3
ENSMMUG00000020875,MYBPC1
ENSMMUG00000059299,MS4A2
ENSMMUG00000003608,LDB3
ENSMMUG00000016104,CSPG4
ENSMMUG00000015790,LYVE1
ENSMMUG00000018549,ZNF786
ENSMMUG00000016171,GYS2
ENSMMUG00000020782,DCTN3
ENSMMUG00000002123,TTC31
ENSMMUG00000020083,TESK2
ENSMMUG00000047880,MGAT1
ENSMMUG00000003954,ATP5MC3
ENSMMUG00000029071,NECAB2
ENSMMUG00000000561,XDH
ENSMMUG00000012244,NEK1
ENSMMUG00000017305,DCTN5
ENSMMUG00000018333,RASGRP1
ENSMMUG00000007288,INPP1
ENSMMUG00000000520,OVOL3
ENSMMUG00000046572,TEX14
ENSMMUG00000000808,MCHR2
ENSMMUG00000006795,DMGDH
ENSMMUG00000010844,PRKG1
ENSMMUG00000019159,PTK2B
ENSMMUG00000009091,MTTP
ENSMMUG00000023137,ZNF350
ENSMMUG00000001663,IL1RAPL1
ENSMMUG00000016805,MRPL42
ENSMMUG00000022379,C16H17orf75
ENSMMUG00000020743,CETN2
ENSMMUG00000017306,PLK1
ENSMMUG00000011999,SLC38A1
ENSMMUG00000002197,GABARAPL1
ENSMMUG00000011237,ZNF425
ENSMMUG00000009267,ZNF214
ENSMMUG00000014729,ZNF541
ENSMMUG00000058151,C4H6orf62
ENSMMUG00000038727,PRR16
ENSMMUG00000014697,NFIB
ENSMMUG00000001536,QSER1
ENSMMUG00000008781,BCORL1
ENSMMUG00000042832,ZFP62
ENSMMUG00000005170,UNC45B
ENSMMUG00000003317,KDM6A
ENSMMUG00000001539,ARMH3
ENSMMUG00000052347,CABP4
ENSMMUG00000020172,KIAA1755
ENSMMUG00000006527,CALD1
ENSMMUG00000022520,KLC2
ENSMMUG00000029927,ADAM11
ENSMMUG00000001169,ZNF148
ENSMMUG00000012531,ST3GAL1
ENSMMUG00000001561,TMEM170A
ENSMMUG00000001561,CFDP1
ENSMMUG00000008416,RILPL1
ENSMMUG00000022817,TMBIM1
ENSMMUG00000017496,MAPK8IP3
ENSMMUG00000003712,ZNF615
ENSMMUG00000004228,COQ8B
ENSMMUG00000015040,SREK1IP1
ENSMMUG00000018386,SH3RF2
ENSMMUG00000015422,FCHO2
ENSMMUG00000041827,TTC30A
ENSMMUG00000058987,TMEM52B
ENSMMUG00000013646,UNK
ENSMMUG00000007242,INTS2
ENSMMUG00000013048,JUP
ENSMMUG00000049187,ZNF614
ENSMMUG00000023039,PLAC1
ENSMMUG00000013176,NSDHL
ENSMMUG00000016723,ZNF287
ENSMMUG00000001739,ATP2A2
ENSMMUG00000017593,CD3E
ENSMMUG00000015744,ZNF181
ENSMMUG00000006551,PLAC8L1
ENSMMUG00000007289,MFSD6
ENSMMUG00000020648,ACADS
ENSMMUG00000054674,SOCS2
ENSMMUG00000011428,TMEM131
ENSMMUG00000015785,AMPD3
ENSMMUG00000007816,SMAD2
ENSMMUG00000011788,ZNF212
ENSMMUG00000011788,LOC710358
ENSMMUG00000009310,MYT1L
ENSMMUG00000020448,ITGA2
ENSMMUG00000002191,OLR1
ENSMMUG00000009803,TDP2
ENSMMUG00000016555,NCOA5
ENSMMUG00000020780,CNTFR
ENSMMUG00000029070,SLC38A8
ENSMMUG00000058016,BMERB1
ENSMMUG00000041450,ZNF432
ENSMMUG00000005488,CORO1B
ENSMMUG00000005650,USP40
ENSMMUG00000021009,SRFBP1
ENSMMUG00000011333,MBP
ENSMMUG00000020079,MUTYH
ENSMMUG00000006796,BHMT2
ENSMMUG00000051533,NDFIP2
ENSMMUG00000004630,CENPP
ENSMMUG00000058902,LRRTM2
ENSMMUG00000007777,CIITA
ENSMMUG00000021400,RHOBTB1
ENSMMUG00000019868,NKD1
ENSMMUG00000017706,ITPKC
ENSMMUG00000038056,ZNF841
ENSMMUG00000001360,AP3B1
ENSMMUG00000018359,MIEF2
ENSMMUG00000015041,CWC27
ENSMMUG00000012820,GABRG1
ENSMMUG00000018814,DGKA
ENSMMUG00000042841,ZNF565
ENSMMUG00000000429,BMP4
ENSMMUG00000031049,KIAA1671
ENSMMUG00000006829,DAPP1
